"","BETA","Q10_RH","NPP_FLUX0","AERO_SCALE","DIFFUSIVITY","ECS"
"1",0.473952435344779,1.17826179687062,90.1013706528067,0.688614760492125,2.28131698463717,2.69172347071718
"2",0.506982251051672,2.77833614197159,53.8145890141628,0.866743232078239,2.35397238682264,2.65636404759593
"3",0.685870831414912,0.834237973712553,69.4555479534866,0.801959834563118,2.13178525746757,2.48774226867947
"4",0.537050839142458,3.34943504827471,48.0754300071613,1.22371601876695,2.18319870992333,2.88370251131911
"5",0.542928773516095,2.48440668081473,59.4187881524613,1.14240352739804,2.25044038275918,7.28557547837612
"6",0.701506498688328,1.82702676365577,72.3873984487785,1.31865250465417,2.18345669766587,4.51424687400471
"7",0.57609162059892,2.07382277492038,75.9408859558344,0.657927814904955,2.37415892578714,3.15958613382316
"8",0.403493876539347,1.70425620243065,52.8709111765755,1.14701431550043,2.56399774529705,2.12412544584442
"9",0.461314714810647,1.20800531282008,33.3108004202516,1.08618902072372,2.33225437507471,3.72610365091751
"10",0.485433802990004,1.27599146873378,51.9333207679571,1.0851432095003,2.47275107976558,2.37287603799681
"11",0.652408179743946,1.11186202359855,52.2585756074898,1.14530735259892,2.46721724117271,3.46935234142822
"12",0.565981382705736,2.94646457743166,55.7663443036507,0.652560531539701,2.50237843614127,3.60272949004161
"13",0.570077145059405,2.10122419905438,71.7776480958301,1.13188494653176,2.24622228807179,4.8967080907151
"14",0.541068271594512,1.44471727787003,41.8224688284573,0.956880063217429,2.23777344192792,2.93426330709217
"15",0.474415886524593,0.837816551970137,32.8547315523757,1.03687670598005,2.57690727497283,3.91397495380423
"16",0.708691313680308,1.8123241137438,67.2616569662796,0.913491417825809,2.56126663608828,6.65061346324871
"17",0.579785047822924,0.898549803502837,55.7966209848253,1.16640321234647,2.36856186414476,1.52344527760893
"18",0.333338284337036,0.97528865901342,61.2945335840298,1.22089292754067,2.39566729533038,4.43133223186567
"19",0.600135590156369,4.49882049166975,37.223998430789,0.952678108255292,2.31790360226917,3.07970574702835
"20",0.482720859227207,0.731279859318244,46.1251138098598,1.05891708793373,2.23081529536268,3.32337339868521
"21",0.423217629401316,0.959232895293842,53.0508750741594,1.37687135541689,2.47265968325759,5.26135088251139
